seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr14	69951069	69951130	62	*	X078	400224	69951471	69995215	43745	+	340	upstream	340	PLEKHD1
chr14	69951507	69951514	8	*	X079	400224	69951471	69995215	43745	+	0	inside	35	PLEKHD1
chr14	100626472	100626519	48	*	X086	123099	100612753	100626012	13260	-	459	upstream	459	DEGS2
chr15	53082781	53082821	41	*	X092	3175	53049160	53082209	33050	-	571	upstream	571	ONECUT1
chr15	79384343	79384351	9	*	X094	5923	79252289	79383215	130927	-	1127	upstream	1127	RASGRF1
chr16	23313389	23313400	12	*	X097	6338	23313591	23392620	79030	+	190	upstream	190	SCNN1B
chr17	31657	31788	132	*	X099	8447	6011	31420	25410	-	236	upstream	236	DOC2B
chr17	39890820	39890843	24	*	X102	9001	39878891	39890898	12008	-	0	inside	54	HAP1
chr17	39890960	39890971	12	*	X103	9001	39878891	39890898	12008	-	61	upstream	61	HAP1
chr17	48072554	48072703	150	*	X106	1747	48067369	48072588	5220	-	0	overlapStart	0	DLX3
chr17	72427862	72427907	46	*	X107	55890	72427667	72446720	19054	+	0	inside	194	GPRC5C
chr17	72427931	72428062	132	*	X108	55890	72427667	72446720	19054	+	0	inside	263	GPRC5C
chr17	73717051	73717103	53	*	X109	3691	73717516	73753899	36384	+	412	upstream	412	ITGB4
chr17	74136114	74136118	5	*	X110	100507218	74136637	74150729	14093	+	518	upstream	518	RNF157-AS1
chr17	74136594	74136733	140	*	X111	100507218	74136637	74150729	14093	+	0	overlapStart	0	RNF157-AS1
chr17	79360424	79360439	16	*	X113	100130370	79349699	79359160	9462	-	1263	upstream	1263	LOC100130370
chr17	79360497	79360521	25	*	X114	100130370	79349699	79359160	9462	-	1336	upstream	1336	LOC100130370
chr19	33167062	33167267	206	*	X119	84079	33087907	33166102	78196	-	959	upstream	959	ANKRD27
chr19	33792284	33792471	188	*	X120	80054	33793763	33795963	2201	+	1291	upstream	1291	CEBPA-DT
chr2	98962812	98962992	181	*	X124	1261	98962618	99015064	52447	+	0	inside	193	CNGA3
chr2	100939189	100939210	22	*	X126	164832	100889753	100939195	49443	-	0	overlapStart	0	LONRF2
chr2	170219289	170219495	207	*	X134	4036	169983619	170219122	235504	-	166	upstream	166	LRP2
chr2	213403221	213403317	97	*	X135	2066	212240442	213403352	1162911	-	0	inside	34	ERBB4
chr2	213403496	213403637	142	*	X136	2066	212240442	213403352	1162911	-	143	upstream	143	ERBB4
chr2	233251412	233251525	114	*	X137	347694	233250460	233251754	1295	-	0	inside	228	ECEL1P2
chr20	19192475	19192489	15	*	X140	57419	19193290	19703541	510252	+	800	upstream	800	SLC24A3
chr20	55204111	55204153	43	*	X147	7022	55204358	55214338	9981	+	204	upstream	204	TFAP2C
chr20	55842079	55842115	37	*	X148	655	55743809	55841707	97899	-	371	upstream	371	BMP7
chr20	57874884	57874894	11	*	X151	1908	57875499	57901047	25549	+	604	upstream	604	EDN3
chr22	37099734	37099885	152	*	X154	10369	36956916	37098690	141775	-	1043	upstream	1043	CACNG2
chr3	45187783	45187888	106	*	X159	64866	45123769	45187914	64146	-	0	inside	25	CDCP1
chr3	123167442	123167459	18	*	X160	111	123001143	123167392	166250	-	49	upstream	49	ADCY5
chr3	183947482	183947550	69	*	X169	90113	183948317	183960117	11801	+	766	upstream	766	VWA5B2
chr3	183947628	183947651	24	*	X170	90113	183948317	183960117	11801	+	665	upstream	665	VWA5B2
chr3	186080215	186080270	56	*	X171	1608	185864990	186080023	215034	-	191	upstream	191	DGKG
chr4	1004486	1004566	81	*	X172	53834	1004940	1020686	15747	+	373	upstream	373	FGFRL1
chr4	66534068	66534135	68	*	X173	100144602	66535679	66559104	23426	+	1543	upstream	1543	EPHA5-AS1
chr4	106816170	106816427	258	*	X176	255743	106816597	106892828	76232	+	169	upstream	169	NPNT
chr4	175443854	175443860	7	*	X183	3248	175411328	175444049	32722	-	0	inside	188	HPGD
chr5	38845829	38846090	262	*	X184	9180	38845960	38935743	89784	+	0	overlapStart	0	OSMR
chr5	72416619	72416664	46	*	X191	134285	72416388	72427644	11257	+	0	inside	230	TMEM171
chr5	122425123	122425240	118	*	X194	93166	122424841	122523745	98905	+	0	inside	281	PRDM6
chr5	129240476	129240673	198	*	X197	337876	129240523	129522327	281805	+	0	overlapStart	0	CHSY3
chr5	174871477	174871490	14	*	X201	1812	174867675	174871163	3489	-	313	upstream	313	DRD1
chr6	7726837	7726854	18	*	X202	654	7727011	7881961	154951	+	156	upstream	156	BMP6
chr6	7726866	7727045	180	*	X203	654	7727011	7881961	154951	+	0	overlapStart	0	BMP6
chr6	10412039	10412104	66	*	X208	100130275	10412551	10416402	3852	+	446	upstream	446	TFAP2A-AS1
chr6	100912537	100912645	109	*	X214	6492	100836750	100912805	76056	-	0	inside	159	SIM1
chr6	100912658	100912774	117	*	X215	6492	100836750	100912805	76056	-	0	inside	30	SIM1
chr6	124125338	124125392	55	*	X221	154215	124125069	125146786	1021718	+	0	inside	268	NKAIN2
chr6	144329726	144329897	172	*	X225	57061	144324034	144329867	5834	-	0	overlapStart	0	HYMAI
chr7	116963064	116963088	25	*	X235	7472	116916686	116963343	46658	-	0	inside	254	WNT2
chr7	116963530	116963587	58	*	X236	7472	116916686	116963343	46658	-	186	upstream	186	WNT2
chr7	121945731	121945743	13	*	X237	389549	121941448	121944565	3118	-	1165	upstream	1165	FEZF1
chr7	150865529	150865564	36	*	X239	2636	150845676	150864867	19192	-	661	upstream	661	GBX1
chr7	150865268	150865382	115	*	X240	2636	150845676	150864867	19192	-	400	upstream	400	GBX1
chr8	22408644	22408856	213	*	X245	10174	22409251	22433008	23758	+	394	upstream	394	SORBS3
chr8	54164002	54164035	34	*	X249	4986	54138276	54164194	25919	-	0	inside	158	OPRK1
chr8	67874397	67874551	155	*	X251	100129654	67858736	67874825	16090	-	0	inside	273	TCF24
chr8	99076691	99076745	55	*	X252	203111	99076750	99105838	29089	+	4	upstream	4	ERICH5
chr8	99076765	99076833	69	*	X253	203111	99076750	99105838	29089	+	0	inside	14	ERICH5
chr8	99076878	99076897	20	*	X254	203111	99076750	99105838	29089	+	0	inside	127	ERICH5
chr9	79521530	79521561	32	*	X256	158471	79226292	79521003	294712	-	526	upstream	526	PRUNE2
chr9	95571133	95571145	13	*	X258	138649	95571893	95650975	79083	+	747	upstream	747	ANKRD19P
chr9	95571471	95571546	76	*	X259	138649	95571893	95650975	79083	+	346	upstream	346	ANKRD19P
chr9	133814319	133814619	301	*	X262	84929	133777825	133814455	36631	-	0	overlapStart	0	FIBCD1
